match_id,team,player_name
1,Sydney Sixers,DP Hughes
1,Sydney Sixers,JJ Roy
1,Sydney Sixers,MC Henriques
1,Sydney Sixers,DE Bollinger
1,Sydney Sixers,J Botha
1,Sydney Sixers,BJ Dwarshuis
1,Sydney Sixers,BJ Haddin
1,Sydney Sixers,SA Abbott
1,Sydney Sixers,JM Mennie
1,Sydney Sixers,SNJ O'Keefe
1,Sydney Sixers,SW Billings
1,Sydney Thunder,KR Patterson
1,Sydney Thunder,RJ Gibson
1,Sydney Thunder,EJG Morgan
1,Sydney Thunder,BJ Rohrer
1,Sydney Thunder,JR Doran
1,Sydney Thunder,AD Russell
1,Sydney Thunder,CJ Green
1,Sydney Thunder,PJ Cummins
1,Sydney Thunder,CJ McKay
1,Sydney Thunder,GS Sandhu
1,Sydney Thunder,Fawad Ahmed
2,Adelaide Strikers,J Weatherald
2,Adelaide Strikers,BR Dunk
2,Adelaide Strikers,TM Head
2,Adelaide Strikers,BJ Hodge
2,Adelaide Strikers,KA Pollard
2,Adelaide Strikers,JS Lehmann
2,Adelaide Strikers,CJ Jordan
2,Adelaide Strikers,B Laughlin
2,Adelaide Strikers,KW Richardson
2,Adelaide Strikers,LN O'Connor
2,Adelaide Strikers,MG Neser
2,Brisbane Heat,JJ Peirson
2,Brisbane Heat,BB McCullum
2,Brisbane Heat,CA Lynn
2,Brisbane Heat,AI Ross
2,Brisbane Heat,BCJ Cutting
2,Brisbane Heat,JA Burns
2,Brisbane Heat,S Badree
2,Brisbane Heat,JS Floros
2,Brisbane Heat,MT Steketee
2,Brisbane Heat,MJ Swepson
2,Brisbane Heat,JD Wildermuth
3,Melbourne Renegades,MS Harris
3,Melbourne Renegades,AJ Finch
3,Melbourne Renegades,CL White
3,Melbourne Renegades,CJ Ferguson
3,Melbourne Renegades,DJ Bravo
3,Melbourne Renegades,TLW Cooper
3,Melbourne Renegades,PM Nevill
3,Melbourne Renegades,CP Tremain
3,Melbourne Renegades,SP Narine
3,Melbourne Renegades,NJ Rimmington
3,Melbourne Renegades,GB Hogg
3,Sydney Thunder,KR Patterson
3,Sydney Thunder,RJ Gibson
3,Sydney Thunder,EJG Morgan
3,Sydney Thunder,BJ Rohrer
3,Sydney Thunder,AD Russell
3,Sydney Thunder,PJ Cummins
3,Sydney Thunder,AJ Nair
3,Sydney Thunder,CJ Green
3,Sydney Thunder,JR Doran
3,Sydney Thunder,CJ McKay
3,Sydney Thunder,Fawad Ahmed
4,Hobart Hurricanes,TD Paine
4,Hobart Hurricanes,DJM Short
4,Hobart Hurricanes,KC Sangakkara
4,Hobart Hurricanes,GJ Bailey
4,Hobart Hurricanes,DT Christian
4,Hobart Hurricanes,DP Michael
4,Hobart Hurricanes,HP Kingston
4,Hobart Hurricanes,CJ Boyce
4,Hobart Hurricanes,CA Rose
4,Hobart Hurricanes,SCJ Broad
4,Hobart Hurricanes,SW Tait
4,Sydney Sixers,JJ Roy
4,Sydney Sixers,JC Silk
4,Sydney Sixers,MC Henriques
4,Sydney Sixers,BJ Haddin
4,Sydney Sixers,SW Billings
4,Sydney Sixers,J Botha
4,Sydney Sixers,SNJ O'Keefe
4,Sydney Sixers,SA Abbott
4,Sydney Sixers,BJ Dwarshuis
4,Sydney Sixers,JM Mennie
4,Sydney Sixers,DE Bollinger
5,Adelaide Strikers,BR Dunk
5,Adelaide Strikers,J Weatherald
5,Adelaide Strikers,TM Head
5,Adelaide Strikers,BJ Hodge
5,Adelaide Strikers,KA Pollard
5,Adelaide Strikers,JS Lehmann
5,Adelaide Strikers,CJ Jordan
5,Adelaide Strikers,MG Neser
5,Adelaide Strikers,KW Richardson
5,Adelaide Strikers,LN O'Connor
5,Adelaide Strikers,B Stanlake
5,Perth Scorchers,M Klinger
5,Perth Scorchers,SM Whiteman
5,Perth Scorchers,IR Bell
5,Perth Scorchers,MR Marsh
5,Perth Scorchers,DJ Willey
5,Perth Scorchers,AJ Turner
5,Perth Scorchers,AC Voges
5,Perth Scorchers,AC Agar
5,Perth Scorchers,JA Richardson
5,Perth Scorchers,MG Johnson
5,Perth Scorchers,AJ Tye
6,Hobart Hurricanes,TD Paine
6,Hobart Hurricanes,DJM Short
6,Hobart Hurricanes,DP Michael
6,Hobart Hurricanes,KC Sangakkara
6,Hobart Hurricanes,GJ Bailey
6,Hobart Hurricanes,DT Christian
6,Hobart Hurricanes,SCJ Broad
6,Hobart Hurricanes,CA Rose
6,Hobart Hurricanes,CJ Boyce
6,Hobart Hurricanes,HP Kingston
6,Hobart Hurricanes,SW Tait
6,Melbourne Stars,RJ Quiney
6,Melbourne Stars,LJ Wright
6,Melbourne Stars,GJ Maxwell
6,Melbourne Stars,DJ Hussey
6,Melbourne Stars,JP Faulkner
6,Melbourne Stars,BW Hilfenhaus
6,Melbourne Stars,SM Boland
6,Melbourne Stars,SB Harper
6,Melbourne Stars,MP Stoinis
6,Melbourne Stars,MA Beer
6,Melbourne Stars,A Zampa
7,Perth Scorchers,M Klinger
7,Perth Scorchers,SE Marsh
7,Perth Scorchers,SM Whiteman
7,Perth Scorchers,IR Bell
7,Perth Scorchers,DJ Willey
7,Perth Scorchers,MR Marsh
7,Perth Scorchers,AC Voges
7,Perth Scorchers,AJ Turner
7,Perth Scorchers,AC Agar
7,Perth Scorchers,JA Richardson
7,Perth Scorchers,AJ Tye
7,Sydney Sixers,SW Billings
7,Sydney Sixers,BJ Haddin
7,Sydney Sixers,MC Henriques
7,Sydney Sixers,JC Silk
7,Sydney Sixers,J Botha
7,Sydney Sixers,RGL Carters
7,Sydney Sixers,BJ Dwarshuis
7,Sydney Sixers,SA Abbott
7,Sydney Sixers,SNJ O'Keefe
7,Sydney Sixers,DE Bollinger
7,Sydney Sixers,WER Somerville
8,Brisbane Heat,JJ Peirson
8,Brisbane Heat,BB McCullum
8,Brisbane Heat,CA Lynn
8,Brisbane Heat,AI Ross
8,Brisbane Heat,JA Burns
8,Brisbane Heat,BCJ Cutting
8,Brisbane Heat,JS Floros
8,Brisbane Heat,JD Wildermuth
8,Brisbane Heat,MT Steketee
8,Brisbane Heat,MJ Swepson
8,Brisbane Heat,S Badree
8,Sydney Thunder,KR Patterson
8,Sydney Thunder,RJ Gibson
8,Sydney Thunder,SR Watson
8,Sydney Thunder,EJG Morgan
8,Sydney Thunder,AD Russell
8,Sydney Thunder,BJ Rohrer
8,Sydney Thunder,PJ Cummins
8,Sydney Thunder,CJ Green
8,Sydney Thunder,CJ McKay
8,Sydney Thunder,JR Doran
8,Sydney Thunder,Fawad Ahmed
9,Melbourne Renegades,MS Harris
9,Melbourne Renegades,AJ Finch
9,Melbourne Renegades,CL White
9,Melbourne Renegades,CJ Ferguson
9,Melbourne Renegades,DJ Bravo
9,Melbourne Renegades,TLW Cooper
9,Melbourne Renegades,PM Nevill
