match_id,innings,team,bowler,overs,balls,runs,wickets,dots,fours,sixes,wides,noballs,economy,strike_rate,average
1,2,India,HH Pandya,2.0,12,15,0,2,1,0,1,0,7.5,0.0,0.0
2,1,England,LA Dawson,2.0,12,20,0,2,1,1,0,0,10.0,0.0,0.0
2,1,England,TS Mills,4.0,24,36,1,7,2,2,0,0,9.0,24.0,36.0
2,1,England,CJ Jordan,4.0,24,22,5,9,1,0,1,0,5.5,4.8,4.4
2,1,England,BA Stokes,3.0,18,22,0,4,2,0,1,0,7.33,0.0,0.0
2,1,England,MM Ali,4.0,24,20,1,8,0,0,1,0,5.0,24.0,20.0
2,1,England,AU Rashid,3.0,18,24,1,5,2,1,0,0,8.0,18.0,24.0
2,2,India,YS Chahal,4.0,24,33,0,7,0,3,0,0,8.25,0.0,0.0
2,2,India,A Nehra,4.0,24,28,3,6,1,1,0,0,7.0,8.0,9.33
2,2,India,JJ Bumrah,4.0,24,21,2,13,2,0,0,0,5.25,12.0,10.5
2,2,India,A Mishra,4.0,24,26,1,7,2,0,0,1,6.5,24.0,26.0
2,2,India,SK Raina,4.0,24,31,0,5,1,1,2,0,7.75,0.0,0.0
3,1,England,TS Mills,4.0,24,32,1,7,2,1,4,0,8.0,24.0,32.0
3,1,England,CJ Jordan,4.0,24,58,3,6,2,6,2,0,14.5,8.0,19.33
3,1,England,LE Plunkett,2.0,12,23,1,2,2,1,0,0,11.5,12.0,23.0
3,1,England,BA Stokes,4.0,24,32,1,8,4,0,2,0,8.0,24.0,32.0
3,1,England,MM Ali,4.0,24,34,0,5,0,2,0,0,8.5,0.0,0.0
3,1,England,AU Rashid,2.0,12,23,0,3,1,2,0,0,11.5,0.0,0.0
3,2,India,A Nehra,3.0,18,25,0,9,5,0,1,0,8.33,0.0,0.0
3,2,India,YS Chahal,4.0,24,26,6,12,2,1,0,0,6.5,4.0,4.33
3,2,India,JJ Bumrah,2.5,15,14,3,7,2,0,0,0,5.6,5.0,4.67
3,2,India,A Mishra,4.0,24,23,1,10,2,0,1,0,5.75,24.0,23.0
3,2,India,HH Pandya,2.0,12,17,0,5,0,2,0,0,8.5,0.0,0.0
3,2,India,SK Raina,1.0,6,22,0,0,0,3,1,0,22.0,0.0,0.0
1,1,India,Mohammed Shami,4.0,24,48,1,5,4,3,2,0,12.0,24.0,48.0
1,1,India,B Kumar,4.0,24,43,0,7,4,2,1,0,10.75,0.0,0.0
1,1,India,JJ Bumrah,4.0,24,47,3,7,3,3,0,2,11.75,8.0,15.67
1,1,India,R Ashwin,4.0,24,36,0,10,0,4,0,0,9.0,0.0,0.0
1,1,India,RA Jadeja,3.0,18,39,2,6,2,4,0,0,13.0,9.0,19.5
1,1,India,STR Binny,1.0,6,32,0,0,0,5,1,0,32.0,0.0,0.0
1,2,West Indies,AD Russell,4.0,24,53,1,6,3,4,2,0,13.25,24.0,53.0
1,2,West Indies,S Badree,2.0,12,25,0,3,5,0,0,0,12.5,0.0,0.0
1,2,West Indies,DJ Bravo,4.0,24,39,2,3,3,1,0,0,9.75,12.0,19.5
1,2,West Indies,SP Narine,3.0,18,50,0,4,4,4,1,0,16.67,0.0,0.0
1,2,West Indies,CR Brathwaite,4.0,24,47,0,3,5,1,0,0,11.75,0.0,0.0
1,2,West Indies,KA Pollard,3.0,18,30,1,4,2,1,1,0,10.0,18.0,30.0
2,1,India,B Kumar,4.0,24,36,1,11,4,1,2,0,9.0,24.0,36.0
2,1,India,Mohammed Shami,2.7,16,31,2,5,3,2,0,0,11.62,8.0,15.5
2,1,India,A Mishra,4.0,24,24,3,12,2,1,1,0,6.0,8.0,8.0
2,1,India,RA Jadeja,2.0,12,11,0,7,2,0,0,0,5.5,0.0,0.0
2,1,India,R Ashwin,3.0,18,11,2,8,0,0,1,0,3.67,9.0,5.5
2,1,India,JJ Bumrah,4.0,24,30,2,12,1,2,0,1,7.5,12.0,15.0
2,2,West Indies,AD Russell,1.0,6,8,0,3,0,1,0,0,8.0,0.0,0.0
2,2,West Indies,S Badree,1.0,6,7,0,1,0,0,0,0,7.0,0.0,0.0
1,1,Pakistan,Imad Wasim,4.0,24,14,5,13,1,0,0,0,3.5,4.8,2.8
1,1,Pakistan,Sohail Tanvir,3.8,23,27,2,9,2,1,2,0,7.04,11.5,13.5
1,1,Pakistan,Mohammad Nawaz (3),4.0,24,16,1,13,0,1,0,0,4.0,24.0,16.0
1,1,Pakistan,Hasan Ali,3.0,18,32,1,5,5,0,1,1,10.67,18.0,32.0
1,1,Pakistan,Shoaib Malik,1.0,6,5,0,2,0,0,1,0,5.0,0.0,0.0
1,1,Pakistan,Wahab Riaz,4.0,24,21,1,17,1,1,1,1,5.25,24.0,21.0
1,2,West Indies,S Badree,4.0,24,27,1,14,3,1,1,0,6.75,24.0,27.0
1,2,West Indies,JE Taylor,1.0,6,9,0,3,2,0,0,0,9.0,0.0,0.0
1,2,West Indies,SP Narine,3.0,18,21,0,8,2,1,0,0,7.0,0.0,0.0
1,2,West Indies,DJ Bravo,2.0,12,16,0,3,2,0,1,0,8.0,0.0,0.0
1,2,West Indies,CR Brathwaite,2.3,14,29,0,6,3,2,0,1,12.43,0.0,0.0
1,2,West Indies,KA Pollard,2.0,12,14,0,2,1,0,1,0,7.0,0.0,0.0
2,1,West Indies,S Badree,4.0,24,25,1,8,0,1,1,0,6.25,24.0,25.0
2,1,West Indies,JE Taylor,4.0,24,36,0,7,3,0,2,0,9.0,0.0,0.0
2,1,West Indies,SP Narine,4.0,24,36,1,5,2,1,1,0,9.0,24.0,36.0
2,1,West Indies,DJ Bravo,4.0,24,38,1,4,5,0,1,0,9.5,24.0,38.0
2,1,West Indies,CR Brathwaite,4.0,24,25,1,8,3,0,0,0,6.25,24.0,25.0
2,2,Pakistan,Imad Wasim,4.0,24,18,1,8,0,0,0,0,4.5,24.0,18.0
2,2,Pakistan,Sohail Tanvir,4.0,24,13,3,17,1,0,1,0,3.25,8.0,4.33
2,2,Pakistan,Mohammad Nawaz (3),3.0,18,19,1,6,2,0,0,0,6.33,18.0,19.0
2,2,Pakistan,Shoaib Malik,1.0,6,3,0,4,0,0,0,0,3.0,0.0,0.0
2,2,Pakistan,Hasan Ali,4.0,24,49,3,8,5,3,2,0,12.25,8.0,16.33
2,2,Pakistan,Wahab Riaz,4.0,24,42,1,9,5,0,4,2,10.5,24.0,42.0
3,1,Pakistan,Imad Wasim,4.0,24,22,3,10,1,0,0,0,5.5,8.0,7.33
3,1,Pakistan,Sohail Tanvir,4.0,24,23,0,10,2,0,0,0,5.75,0.0,0.0
3,1,Pakistan,Mohammad Nawaz (3),3.0,18,16,2,11,1,1,1,0,5.33,9.0,8.0
3,1,Pakistan,Mohammad Amir,4.0,24,21,0,8,1,0,0,0,5.25,0.0,0.0
3,1,Pakistan,Shoaib Malik,2.0,12,11,0,4,1,0,0,0,5.5,0.0,0.0
3,1,Pakistan,Rumman Raees,3.0,18,10,0,9,0,0,0,0,3.33,0.0,0.0
3,2,West Indies,JE Taylor,2.0,12,23,0,5,4,0,1,0,11.5,0.0,0.0
3,2,West Indies,KOK Williams,4.0,24,15,2,13,0,0,1,0,3.75,12.0,7.5
3,2,West Indies,DJ Bravo,4.0,24,31,0,7,4,0,0,0,7.75,0.0,0.0
3,2,West Indies,SP Narine,4.0,24,21,0,6,0,0,0,0,5.25,0.0,0.0
3,2,West Indies,CR Brathwaite,1.2,7,18,0,2,2,1,0,0,15.43,0.0,0.0
1,1,Australia,KW Richardson,4.0,24,30,0,10,2,1,2,0,7.5,0.0,0.0
1,1,Australia,B Stanlake,4.0,24,15,3,15,1,0,0,0,3.75,8.0,5.0
1,1,Australia,AC Agar,4.0,24,23,1,8,0,0,1,0,5.75,24.0,23.0
1,1,Australia,AJ Tye,4.0,24,25,4,10,0,1,2,0,6.25,6.0,6.25
1,1,Australia,A Zampa,3.0,18,22,1,7,0,2,1,0,7.33,18.0,22.0
1,1,Australia,MP Stoinis,1.0,6,2,0,4,0,0,0,0,2.0,0.0,0.0
1,2,New Zealand,TA Boult,3.0,18,14,2,11,2,0,0,0,4.67,9.0,7.0
1,2,New Zealand,TG Southee,2.5,15,27,1,7,5,0,2,0,10.8,15.0,27.0
1,2,New Zealand,MJ Santner,2.0,12,20,0,6,3,1,0,0,10.0,0.0,0.0
1,2,New Zealand,IS Sodhi,3.0,18,24,0,4,3,0,0,0,8.0,0.0,0.0
1,2,New Zealand,C de Grandhomme,1.0,6,11,0,0,0,1,0,0,11.0,0.0,0.0
2,1,Australia,B Stanlake,4.0,24,45,1,9,3,3,2,0,11.25,24.0,45.0
2,1,Australia,KW Richardson,4.0,24,27,1,10,4,0,0,0,6.75,24.0,27.0
2,1,Australia,AJ Tye,4.0,24,28,1,6,1,1,0,0,7.0,24.0,28.0
2,1,Australia,MP Stoinis,2.0,12,16,1,4,2,0,2,0,8.0,12.0,16.0
2,1,Australia,AC Agar,3.0,18,15,2,7,1,0,0,0,5.0,9.0,7.5
2,1,Australia,TM Head,1.0,6,14,0,1,1,1,0,0,14.0,0.0,0.0
2,1,Australia,GJ Maxwell,2.0,12,10,3,6,1,0,0,0,5.0,4.0,3.33
2,2,England,DJ Willey,3.0,18,29,3,7,4,1,1,0,9.67,6.0,9.67
2,2,England,MA Wood,3.5,21,26,1,11,3,1,0,0,7.43,21.0,26.0
2,2,England,CJ Jordan,4.0,24,37,0,5,3,1,0,0,9.25,0.0,0.0
2,2,England,TK Curran,4.0,24,39,0,3,3,1,0,0,9.75,0.0,0.0
